,Neighborhood,Year Built,SalePrice,Formated Price
616,NAmes,1953,149500,"$149,500.00"
617,NAmes,1967,175000,"$175,000.00"
618,NAmes,1953,167000,"$167,000.00"
619,NAmes,1956,128900,"$128,900.00"
620,NAmes,1950,140000,"$140,000.00"
621,NAmes,1950,147000,"$147,000.00"
622,NAmes,1967,124000,"$124,000.00"
623,NAmes,1961,187500,"$187,500.00"
624,NAmes,1963,159000,"$159,000.00"
625,NAmes,1966,256000,"$256,000.00"
626,NAmes,1965,205000,"$205,000.00"
627,NAmes,1968,193500,"$193,500.00"
628,NAmes,1968,110000,"$110,000.00"
629,NAmes,1920,104900,"$104,900.00"
630,NAmes,1956,150000,"$150,000.00"
631,NAmes,1957,156500,"$156,500.00"
632,NAmes,1960,176000,"$176,000.00"
633,NAmes,1959,149500,"$149,500.00"
634,NAmes,1958,139000,"$139,000.00"
635,NAmes,1958,155000,"$155,000.00"
636,NAmes,1956,120000,"$120,000.00"
637,NAmes,1955,153000,"$153,000.00"
638,NAmes,1956,144000,"$144,000.00"
639,NAmes,1962,176000,"$176,000.00"
640,NAmes,1954,153000,"$153,000.00"
641,NAmes,1958,135000,"$135,000.00"
642,NAmes,1954,131000,"$131,000.00"
643,NAmes,1953,123000,"$123,000.00"
644,NAmes,1951,126000,"$126,000.00"
645,NAmes,1955,115000,"$115,000.00"
646,NAmes,1951,164900,"$164,900.00"
647,NAmes,1945,113000,"$113,000.00"
648,NAmes,1952,145500,"$145,500.00"
649,NAmes,1953,102900,"$102,900.00"
650,OldTown,1900,95000,"$95,000.00"
651,NAmes,1948,152500,"$152,500.00"
652,NAmes,1950,129900,"$129,900.00"
653,NAmes,1948,132000,"$132,000.00"
654,OldTown,1958,99900,"$99,900.00"
655,OldTown,1916,135000,"$135,000.00"
656,OldTown,1939,149000,"$149,000.00"
657,OldTown,1900,114000,"$114,000.00"
658,OldTown,1924,109500,"$109,500.00"
659,OldTown,1925,125000,"$125,000.00"
660,OldTown,1915,142900,"$142,900.00"
661,OldTown,1910,156500,"$156,500.00"
662,OldTown,1940,59000,"$59,000.00"
663,OldTown,1920,105000,"$105,000.00"
664,OldTown,1920,106000,"$106,000.00"
665,OldTown,1890,78500,"$78,500.00"
666,NAmes,1969,190000,"$190,000.00"
667,NAmes,1963,154000,"$154,000.00"
668,NAmes,1967,163000,"$163,000.00"
669,NAmes,1969,200000,"$200,000.00"
670,NAmes,1958,143500,"$143,500.00"
671,NAmes,1957,135000,"$135,000.00"
672,NAmes,1957,153000,"$153,000.00"
673,NAmes,1960,157500,"$157,500.00"
674,NAmes,1958,113500,"$113,500.00"
675,NAmes,1949,133000,"$133,000.00"
676,NAmes,1950,92900,"$92,900.00"
677,NAmes,1950,128500,"$128,500.00"
678,NAmes,1949,90000,"$90,000.00"
679,NAmes,1950,138000,"$138,000.00"
680,NAmes,1958,128000,"$128,000.00"
681,NAmes,1958,139000,"$139,000.00"
682,NAmes,1952,118900,"$118,900.00"
683,NAmes,1959,138000,"$138,000.00"
684,NAmes,1959,132500,"$132,500.00"
685,NAmes,1949,133500,"$133,500.00"
686,NAmes,1948,135000,"$135,000.00"
687,NAmes,1964,144750,"$144,750.00"
688,NAmes,1978,145000,"$145,000.00"
689,NAmes,1963,127000,"$127,000.00"
690,NAmes,1962,109500,"$109,500.00"
691,OldTown,1926,115000,"$115,000.00"
692,OldTown,1910,110000,"$110,000.00"
693,OldTown,1935,128900,"$128,900.00"
694,OldTown,1910,103500,"$103,500.00"
695,OldTown,1941,66500,"$66,500.00"
696,OldTown,1910,130000,"$130,000.00"
697,OldTown,1910,129000,"$129,000.00"
698,OldTown,1939,150000,"$150,000.00"
699,OldTown,1892,107500,"$107,500.00"
700,OldTown,1920,94550,"$94,550.00"
701,OldTown,1952,124500,"$124,500.00"
702,OldTown,1946,135000,"$135,000.00"
703,OldTown,1910,103000,"$103,000.00"
704,OldTown,1953,93000,"$93,000.00"
705,OldTown,1950,129500,"$129,500.00"
706,OldTown,1954,93000,"$93,000.00"
707,OldTown,1920,80000,"$80,000.00"
708,OldTown,1940,45000,"$45,000.00"
709,OldTown,1910,37900,"$37,900.00"
710,OldTown,1938,91300,"$91,300.00"
711,OldTown,1923,99500,"$99,500.00"
712,OldTown,1920,113000,"$113,000.00"
713,OldTown,1910,87500,"$87,500.00"
714,OldTown,1947,110000,"$110,000.00"
715,OldTown,1898,106000,"$106,000.00"
716,OldTown,1880,265979,"$265,979.00"
717,OldTown,1900,160000,"$160,000.00"
718,OldTown,1917,119000,"$119,000.00"
719,OldTown,1882,168000,"$168,000.00"
720,OldTown,1910,58500,"$58,500.00"
721,OldTown,1920,143000,"$143,000.00"
722,OldTown,1910,85000,"$85,000.00"
723,OldTown,1890,124900,"$124,900.00"
724,OldTown,1920,119000,"$119,000.00"
725,OldTown,1910,146500,"$146,500.00"
726,IDOTRR,1920,34900,"$34,900.00"
727,IDOTRR,1900,44000,"$44,000.00"
728,BrkSide,1923,223500,"$223,500.00"
729,BrkSide,1923,149000,"$149,000.00"
730,BrkSide,1925,205000,"$205,000.00"
731,BrkSide,1930,137000,"$137,000.00"
732,BrkSide,1916,121000,"$121,000.00"
733,BrkSide,1936,128000,"$128,000.00"
734,BrkSide,1937,134900,"$134,900.00"
735,BrkSide,1925,117000,"$117,000.00"
736,BrkSide,1939,132500,"$132,500.00"
737,BrkSide,1924,93000,"$93,000.00"
738,BrkSide,1926,119000,"$119,000.00"
739,BrkSide,1924,100000,"$100,000.00"
740,BrkSide,1936,141500,"$141,500.00"
741,BrkSide,1935,133000,"$133,000.00"
742,BrkSide,1936,60000,"$60,000.00"
743,BrkSide,1931,105000,"$105,000.00"
744,BrkSide,1925,115000,"$115,000.00"
745,BrkSide,1938,150000,"$150,000.00"
746,BrkSide,1925,126500,"$126,500.00"
747,BrkSide,1916,214500,"$214,500.00"
748,BrkSide,1910,167500,"$167,500.00"
749,OldTown,1915,155000,"$155,000.00"
750,OldTown,1915,155000,"$155,000.00"
751,OldTown,1915,179900,"$179,900.00"
752,OldTown,1912,104000,"$104,000.00"
753,OldTown,1922,62500,"$62,500.00"
754,IDOTRR,1927,149000,"$149,000.00"
755,IDOTRR,1925,103000,"$103,000.00"
756,OldTown,1915,123000,"$123,000.00"
757,OldTown,1902,97500,"$97,500.00"
758,IDOTRR,1927,135000,"$135,000.00"
759,IDOTRR,1923,70000,"$70,000.00"
760,IDOTRR,1915,116000,"$116,000.00"
761,Sawyer,1946,88750,"$88,750.00"
762,Edwards,1987,179000,"$179,000.00"
763,Edwards,1987,179000,"$179,000.00"
764,Edwards,1978,159900,"$159,900.00"
765,Edwards,1922,61000,"$61,000.00"
766,Edwards,1925,103600,"$103,600.00"
767,Edwards,1934,63000,"$63,000.00"
768,Sawyer,1963,175000,"$175,000.00"
769,Sawyer,1963,139000,"$139,000.00"
770,Sawyer,1978,172500,"$172,500.00"
771,Sawyer,1967,113500,"$113,500.00"
772,Sawyer,1967,130000,"$130,000.00"
773,Sawyer,1978,149900,"$149,900.00"
774,Sawyer,1982,134900,"$134,900.00"
775,Sawyer,1982,137000,"$137,000.00"
776,Sawyer,1962,139000,"$139,000.00"
777,Sawyer,1961,165000,"$165,000.00"
778,Sawyer,1960,148000,"$148,000.00"
779,ClearCr,1956,165000,"$165,000.00"
780,Sawyer,1947,63900,"$63,900.00"
781,ClearCr,1957,161500,"$161,500.00"
782,ClearCr,1968,143000,"$143,000.00"
783,Edwards,1956,135000,"$135,000.00"
784,Edwards,1940,82500,"$82,500.00"
785,ClearCr,1955,190000,"$190,000.00"
786,Edwards,1955,139600,"$139,600.00"
787,Edwards,1954,122000,"$122,000.00"
788,Edwards,1956,127500,"$127,500.00"
789,Edwards,1956,121500,"$121,500.00"
790,Edwards,1958,60000,"$60,000.00"
791,Edwards,1946,154400,"$154,400.00"
792,Edwards,1941,113000,"$113,000.00"
793,Edwards,1954,125000,"$125,000.00"
794,Edwards,1957,84000,"$84,000.00"
795,Edwards,1984,139500,"$139,500.00"
796,Edwards,1949,131000,"$131,000.00"
797,Edwards,1939,105000,"$105,000.00"
798,Edwards,1940,108000,"$108,000.00"
799,SawyerW,1990,162000,"$162,000.00"
800,SawyerW,1983,156500,"$156,500.00"
801,SawyerW,1983,316600,"$316,600.00"
802,SawyerW,1990,271900,"$271,900.00"
803,SawyerW,1993,213000,"$213,000.00"
804,SawyerW,1993,239900,"$239,900.00"
805,SawyerW,1995,239500,"$239,500.00"
806,SawyerW,1880,131000,"$131,000.00"
807,SawyerW,1979,118964,"$118,964.00"
808,SawyerW,1979,153337,"$153,337.00"
809,SawyerW,1979,147983,"$147,983.00"
810,SawyerW,1979,118858,"$118,858.00"
811,SawyerW,1979,118858,"$118,858.00"
812,SawyerW,1979,142953,"$142,953.00"
813,SawyerW,1979,148325,"$148,325.00"
814,SawyerW,1979,113722,"$113,722.00"
815,SawyerW,2000,269500,"$269,500.00"
816,SawyerW,2000,269500,"$269,500.00"
817,SawyerW,2000,269500,"$269,500.00"
818,CollgCr,2009,323262,"$323,262.00"
819,CollgCr,2007,297000,"$297,000.00"
820,CollgCr,2008,295493,"$295,493.00"
821,CollgCr,2008,332000,"$332,000.00"
822,CollgCr,2008,239900,"$239,900.00"
823,CollgCr,2007,212000,"$212,000.00"
824,CollgCr,2007,272500,"$272,500.00"
825,CollgCr,2007,239000,"$239,000.00"
826,CollgCr,2006,220000,"$220,000.00"
827,CollgCr,2007,200000,"$200,000.00"
828,CollgCr,2008,221800,"$221,800.00"
829,CollgCr,2007,194500,"$194,500.00"
830,CollgCr,2005,237000,"$237,000.00"
831,CollgCr,2005,173000,"$173,000.00"
832,SawyerW,1989,275000,"$275,000.00"
833,ClearCr,1992,233500,"$233,500.00"
834,ClearCr,1967,185000,"$185,000.00"
835,CollgCr,1996,152000,"$152,000.00"
836,CollgCr,1994,143000,"$143,000.00"
837,CollgCr,1997,231500,"$231,500.00"
838,CollgCr,1996,212000,"$212,000.00"
839,CollgCr,1998,207000,"$207,000.00"
840,CollgCr,1994,145000,"$145,000.00"
841,CollgCr,1994,138000,"$138,000.00"
842,CollgCr,1998,197900,"$197,900.00"
843,CollgCr,1999,204000,"$204,000.00"
844,CollgCr,1999,192000,"$192,000.00"
845,CollgCr,1998,200000,"$200,000.00"
846,CollgCr,2002,195000,"$195,000.00"
847,CollgCr,2002,227000,"$227,000.00"
848,CollgCr,2001,230000,"$230,000.00"
849,CollgCr,2001,187100,"$187,100.00"
850,CollgCr,2002,203000,"$203,000.00"
851,CollgCr,2001,201000,"$201,000.00"
852,CollgCr,1978,124000,"$124,000.00"
853,CollgCr,1978,140000,"$140,000.00"
854,CollgCr,1979,134900,"$134,900.00"
855,CollgCr,1977,150500,"$150,500.00"
856,CollgCr,1978,136500,"$136,500.00"
857,CollgCr,1977,143500,"$143,500.00"
858,CollgCr,1972,133500,"$133,500.00"
859,CollgCr,1972,123000,"$123,000.00"
860,CollgCr,1972,133900,"$133,900.00"
861,CollgCr,1972,133000,"$133,000.00"
862,CollgCr,2002,250000,"$250,000.00"
863,CollgCr,2003,254750,"$254,750.00"
864,CollgCr,2001,236500,"$236,500.00"
865,CollgCr,2001,261500,"$261,500.00"
866,CollgCr,2000,313000,"$313,000.00"
867,CollgCr,2002,198500,"$198,500.00"
868,CollgCr,2001,211000,"$211,000.00"
869,CollgCr,1999,220000,"$220,000.00"
870,CollgCr,1996,203000,"$203,000.00"
871,CollgCr,2002,279500,"$279,500.00"
872,CollgCr,1997,210000,"$210,000.00"
873,CollgCr,1997,219500,"$219,500.00"
874,CollgCr,1996,191000,"$191,000.00"
875,CollgCr,2001,178000,"$178,000.00"
876,CollgCr,2000,213000,"$213,000.00"
877,CollgCr,2003,144000,"$144,000.00"
878,CollgCr,2003,140000,"$140,000.00"
879,CollgCr,2007,293200,"$293,200.00"
880,CollgCr,2004,190000,"$190,000.00"
881,CollgCr,2004,190000,"$190,000.00"
882,CollgCr,2005,173500,"$173,500.00"
883,CollgCr,2007,170000,"$170,000.00"
884,Edwards,1949,108000,"$108,000.00"
885,Edwards,1964,167000,"$167,000.00"
886,Edwards,1938,100000,"$100,000.00"
887,Edwards,2003,198500,"$198,500.00"
888,Edwards,1977,159500,"$159,500.00"
889,Edwards,1960,127000,"$127,000.00"
890,Edwards,1976,125000,"$125,000.00"
891,Edwards,2007,320000,"$320,000.00"
892,Edwards,2005,145500,"$145,500.00"
893,Edwards,1947,118000,"$118,000.00"
894,Edwards,1959,85000,"$85,000.00"
895,Edwards,1950,120000,"$120,000.00"
896,Edwards,1945,98000,"$98,000.00"
897,Edwards,1922,99900,"$99,900.00"
898,Edwards,1952,82000,"$82,000.00"
899,Edwards,1959,119900,"$119,900.00"
900,Edwards,1956,103500,"$103,500.00"
901,Edwards,1956,112000,"$112,000.00"
902,Edwards,1920,110000,"$110,000.00"
903,Edwards,1941,122000,"$122,000.00"
904,Edwards,1941,117000,"$117,000.00"
905,SWISU,1938,160000,"$160,000.00"
906,SWISU,1932,159434,"$159,434.00"
907,SWISU,1920,60000,"$60,000.00"
908,SWISU,1940,139500,"$139,500.00"
909,SWISU,1920,197000,"$197,000.00"
910,SWISU,1935,105000,"$105,000.00"
911,SWISU,1928,135000,"$135,000.00"
912,Crawfor,1916,147500,"$147,500.00"
913,SWISU,1925,137450,"$137,450.00"
914,SWISU,1936,155000,"$155,000.00"
915,Crawfor,1928,177000,"$177,000.00"
916,SWISU,1928,145000,"$145,000.00"
917,Crawfor,1918,137000,"$137,000.00"
918,Crawfor,1926,234000,"$234,000.00"
919,Crawfor,1940,205000,"$205,000.00"
920,Crawfor,1942,177500,"$177,500.00"
921,Crawfor,1940,160000,"$160,000.00"
922,Crawfor,1960,155000,"$155,000.00"
923,Crawfor,1921,163500,"$163,500.00"
924,Crawfor,1921,154900,"$154,900.00"
925,Crawfor,1940,205000,"$205,000.00"
926,Crawfor,1954,144800,"$144,800.00"
927,Crawfor,1941,174500,"$174,500.00"
928,Crawfor,1960,193000,"$193,000.00"
929,Crawfor,1949,158000,"$158,000.00"
930,Crawfor,1950,158500,"$158,500.00"
931,Crawfor,1954,224000,"$224,000.00"
932,Blueste,1980,115000,"$115,000.00"
933,Blueste,1980,137000,"$137,000.00"
934,Blueste,1980,121000,"$121,000.00"
935,Blueste,1980,124000,"$124,000.00"
936,Crawfor,1986,208000,"$208,000.00"
937,Crawfor,1971,315000,"$315,000.00"
938,Crawfor,1988,222000,"$222,000.00"
939,IDOTRR,1920,147000,"$147,000.00"
940,IDOTRR,1900,123000,"$123,000.00"
941,IDOTRR,1920,78000,"$78,000.00"
942,IDOTRR,1915,85000,"$85,000.00"
943,IDOTRR,1925,75000,"$75,000.00"
944,Crawfor,2007,230000,"$230,000.00"
945,IDOTRR,1910,57625,"$57,625.00"
946,Mitchel,2000,251000,"$251,000.00"
947,Mitchel,2003,239686,"$239,686.00"
948,Mitchel,2004,240000,"$240,000.00"
949,Mitchel,2001,215000,"$215,000.00"
950,Mitchel,1977,156450,"$156,450.00"
951,Mitchel,1977,173000,"$173,000.00"
952,Mitchel,1977,126000,"$126,000.00"
953,Mitchel,1990,173000,"$173,000.00"
954,Mitchel,1991,152000,"$152,000.00"
955,Timber,1958,137500,"$137,500.00"
956,Timber,1965,375000,"$375,000.00"
957,Timber,2007,315500,"$315,500.00"
958,Timber,2009,224500,"$224,500.00"
959,Timber,2008,410000,"$410,000.00"
960,Timber,2008,316500,"$316,500.00"
961,Timber,2007,201000,"$201,000.00"
962,Timber,1988,175000,"$175,000.00"
963,Timber,1980,204000,"$204,000.00"
964,Timber,1987,213500,"$213,500.00"
965,Timber,2001,220000,"$220,000.00"
966,Timber,2003,170000,"$170,000.00"
967,Timber,2006,315000,"$315,000.00"
968,Timber,2007,425000,"$425,000.00"
969,Mitchel,1968,139500,"$139,500.00"
970,Mitchel,1960,115000,"$115,000.00"
971,Mitchel,1998,162000,"$162,000.00"
972,Mitchel,1999,165000,"$165,000.00"
973,MeadowV,1973,91000,"$91,000.00"
974,Mitchel,1968,130000,"$130,000.00"
975,MeadowV,1970,86000,"$86,000.00"
976,Mitchel,1969,160000,"$160,000.00"
977,MeadowV,1970,80000,"$80,000.00"
978,MeadowV,1970,97000,"$97,000.00"
979,MeadowV,1970,88000,"$88,000.00"
980,Mitchel,1972,131900,"$131,900.00"
981,Mitchel,1993,131250,"$131,250.00"
982,Mitchel,1978,165500,"$165,500.00"
983,Mitchel,1985,112000,"$112,000.00"
984,Mitchel,1992,149000,"$149,000.00"
985,Mitchel,1993,143000,"$143,000.00"
986,Mitchel,1992,130000,"$130,000.00"
987,Mitchel,1977,196000,"$196,000.00"
988,Mitchel,1969,173000,"$173,000.00"
989,NAmes,1958,176500,"$176,500.00"
990,NAmes,1970,237500,"$237,500.00"
991,NAmes,1969,206900,"$206,900.00"
992,Gilbert,1997,187500,"$187,500.00"
993,Gilbert,1995,165000,"$165,000.00"
994,Gilbert,1998,195500,"$195,500.00"
995,Gilbert,1998,192000,"$192,000.00"
996,Gilbert,1996,173000,"$173,000.00"
997,Gilbert,1996,177900,"$177,900.00"
998,Gilbert,1996,175000,"$175,000.00"
999,StoneBr,2001,286000,"$286,000.00"
1000,StoneBr,1997,247900,"$247,900.00"
1001,StoneBr,1993,180000,"$180,000.00"
1002,StoneBr,1992,180000,"$180,000.00"
1003,Gilbert,1997,181000,"$181,000.00"
1004,Gilbert,1998,183000,"$183,000.00"
1005,Gilbert,1995,188000,"$188,000.00"
1006,Gilbert,1994,194500,"$194,500.00"
1007,Gilbert,1991,185000,"$185,000.00"
1008,StoneBr,1988,189000,"$189,000.00"
1009,StoneBr,1989,188500,"$188,500.00"
1010,StoneBr,2005,355000,"$355,000.00"
1011,StoneBr,2005,325000,"$325,000.00"
1012,StoneBr,2004,387000,"$387,000.00"
1013,Gilbert,1952,115000,"$115,000.00"
1014,StoneBr,2007,334000,"$334,000.00"
1015,Gilbert,1950,133000,"$133,000.00"
1016,NWAmes,1986,215000,"$215,000.00"
1017,NWAmes,1988,226500,"$226,500.00"
1018,NWAmes,1981,175500,"$175,500.00"
1019,NWAmes,1983,181900,"$181,900.00"
1020,NWAmes,1978,235000,"$235,000.00"
1021,NWAmes,1979,220000,"$220,000.00"
1022,NWAmes,1977,272000,"$272,000.00"
1023,NWAmes,1976,161000,"$161,000.00"
1024,NWAmes,1977,175000,"$175,000.00"
1025,NWAmes,1980,185000,"$185,000.00"
1026,NWAmes,1969,146900,"$146,900.00"
1027,NWAmes,1978,292500,"$292,500.00"
1028,NWAmes,1976,180000,"$180,000.00"
1029,NWAmes,1976,159900,"$159,900.00"
1030,NWAmes,1976,205000,"$205,000.00"
1031,NWAmes,1973,157000,"$157,000.00"
1032,NWAmes,1996,306000,"$306,000.00"
1033,NAmes,1974,133000,"$133,000.00"
1034,NAmes,1969,151000,"$151,000.00"
1035,NAmes,1969,111900,"$111,900.00"
1036,NAmes,1971,123000,"$123,000.00"
1037,NAmes,1972,111250,"$111,250.00"
1038,NAmes,1998,181000,"$181,000.00"
1039,BrDale,1973,103400,"$103,400.00"
1040,BrDale,1973,100000,"$100,000.00"
1041,BrDale,1972,100500,"$100,500.00"
1042,BrDale,1970,106000,"$106,000.00"
1043,BrDale,1971,85400,"$85,400.00"
1044,BrDale,1971,89500,"$89,500.00"
1045,BrDale,1972,111750,"$111,750.00"
1046,NPkVill,1977,140000,"$140,000.00"
1047,NPkVill,1975,143000,"$143,000.00"
1048,NPkVill,1977,148500,"$148,500.00"
1049,NAmes,1966,110000,"$110,000.00"
1050,NridgHt,2008,394617,"$394,617.00"
1051,NridgHt,2007,426000,"$426,000.00"
1052,NridgHt,2007,385000,"$385,000.00"
1053,NridgHt,2008,446261,"$446,261.00"
1054,NridgHt,2007,317500,"$317,500.00"
1055,NridgHt,2007,372402,"$372,402.00"
1056,NridgHt,2007,417500,"$417,500.00"
1057,NridgHt,2007,383000,"$383,000.00"
1058,NridgHt,2006,390000,"$390,000.00"
1059,NridgHt,2005,460000,"$460,000.00"
1060,NridgHt,2005,379000,"$379,000.00"
1061,NridgHt,2007,250000,"$250,000.00"
1062,NridgHt,2004,316000,"$316,000.00"
1063,NridgHt,2003,615000,"$615,000.00"
1064,NridgHt,2003,412500,"$412,500.00"
1065,NridgHt,2003,284000,"$284,000.00"
1066,NridgHt,2003,284000,"$284,000.00"
1067,NridgHt,2001,421250,"$421,250.00"
1068,NridgHt,2003,370000,"$370,000.00"
1069,NridgHt,2008,336860,"$336,860.00"
1070,NridgHt,2008,367294,"$367,294.00"
1071,NridgHt,2005,192000,"$192,000.00"
1072,NridgHt,2003,274000,"$274,000.00"
1073,NridgHt,2005,266000,"$266,000.00"
1074,NridgHt,2007,370967,"$370,967.00"
1075,NridgHt,2006,234250,"$234,250.00"
1076,NridgHt,2006,219500,"$219,500.00"
1077,NridgHt,2003,155000,"$155,000.00"
1078,NridgHt,2003,154000,"$154,000.00"
1079,NridgHt,2004,207000,"$207,000.00"
1080,Blmngtn,2003,195000,"$195,000.00"
1081,Blmngtn,2004,219990,"$219,990.00"
1082,Blmngtn,2005,191000,"$191,000.00"
1083,Blmngtn,2007,159895,"$159,895.00"
1084,Blmngtn,2007,187687,"$187,687.00"
1085,Gilbert,2004,179000,"$179,000.00"
1086,Gilbert,2004,193000,"$193,000.00"
1087,Gilbert,2005,190000,"$190,000.00"
1088,Gilbert,2005,176000,"$176,000.00"
1089,Gilbert,2002,188000,"$188,000.00"
1090,Gilbert,2003,213000,"$213,000.00"
1091,NridgHt,2007,217300,"$217,300.00"
1092,Gilbert,2000,186500,"$186,500.00"
1093,Gilbert,2000,226750,"$226,750.00"
1094,Gilbert,2004,184000,"$184,000.00"
1095,Gilbert,2002,176000,"$176,000.00"
1096,Gilbert,1999,225000,"$225,000.00"
1097,Gilbert,1999,185900,"$185,900.00"
1098,NoRidge,1997,284500,"$284,500.00"
1099,NoRidge,1998,315000,"$315,000.00"
1100,NoRidge,2000,250000,"$250,000.00"
1101,NoRidge,2000,291000,"$291,000.00"
1102,NoRidge,1998,350000,"$350,000.00"
1103,NoRidge,1996,279500,"$279,500.00"
1104,NoRidge,1995,290000,"$290,000.00"
1105,NoRidge,1995,350000,"$350,000.00"
1106,NoRidge,1993,341000,"$341,000.00"
1107,NoRidge,1993,287500,"$287,500.00"
1108,NoRidge,1994,271000,"$271,000.00"
1109,NoRidge,1994,301500,"$301,500.00"
1110,Somerst,2007,235128,"$235,128.00"
1111,Somerst,2007,214000,"$214,000.00"
1112,Somerst,2006,232000,"$232,000.00"
1113,Somerst,2006,240000,"$240,000.00"
1114,Somerst,2008,264132,"$264,132.00"
1115,Somerst,2007,245000,"$245,000.00"
1116,Somerst,2008,227680,"$227,680.00"
1117,Somerst,2007,257000,"$257,000.00"
1118,Somerst,2007,297900,"$297,900.00"
1119,Somerst,2006,247000,"$247,000.00"
1120,Somerst,2007,212700,"$212,700.00"
1121,Somerst,2007,250580,"$250,580.00"
1122,Somerst,2007,182000,"$182,000.00"
1123,Somerst,2005,226700,"$226,700.00"
1124,Somerst,2003,250000,"$250,000.00"
1125,Somerst,2005,250000,"$250,000.00"
1126,Somerst,2007,339750,"$339,750.00"
1127,Somerst,2007,205950,"$205,950.00"
1128,Somerst,2007,256000,"$256,000.00"
1129,Somerst,2007,230348,"$230,348.00"
1130,Somerst,2003,207500,"$207,500.00"
1131,SawyerW,2004,141000,"$141,000.00"
1132,SawyerW,2003,188000,"$188,000.00"
1133,SawyerW,2003,192500,"$192,500.00"
1134,SawyerW,2005,146000,"$146,000.00"
1135,SawyerW,2004,159000,"$159,000.00"
1136,SawyerW,2003,155000,"$155,000.00"
1137,SawyerW,2004,173000,"$173,000.00"
1138,SawyerW,2007,170000,"$170,000.00"
1139,SawyerW,1995,182000,"$182,000.00"
1140,SawyerW,1993,163000,"$163,000.00"
1141,SawyerW,1994,193500,"$193,500.00"
1142,SawyerW,1994,189000,"$189,000.00"
1143,SawyerW,2001,190500,"$190,500.00"
1144,SawyerW,1992,175000,"$175,000.00"
1145,SawyerW,1991,179200,"$179,200.00"
1146,SawyerW,1993,187000,"$187,000.00"
1147,SawyerW,1993,193000,"$193,000.00"
1148,SawyerW,1993,153900,"$153,900.00"
1149,Sawyer,1963,128000,"$128,000.00"
1150,Sawyer,1962,144000,"$144,000.00"
1151,Sawyer,1961,135000,"$135,000.00"
1152,Sawyer,1968,115000,"$115,000.00"
1153,Sawyer,1963,119916,"$119,916.00"
1154,Sawyer,1961,142000,"$142,000.00"
1155,Veenker,1974,192000,"$192,000.00"
1156,Sawyer,1972,140000,"$140,000.00"
1157,NoRidge,1990,290000,"$290,000.00"
1158,NoRidge,1993,372500,"$372,500.00"
1159,Somerst,2004,196000,"$196,000.00"
1160,Somerst,2006,171900,"$171,900.00"
1161,Somerst,2004,178000,"$178,000.00"
1162,Somerst,2005,165000,"$165,000.00"
1163,Somerst,2007,146000,"$146,000.00"
1164,Somerst,2007,146000,"$146,000.00"
1165,Somerst,1999,179400,"$179,400.00"
1166,Somerst,1999,172900,"$172,900.00"
1167,Somerst,2000,300000,"$300,000.00"
1168,Somerst,2001,285000,"$285,000.00"
1169,Somerst,2001,290000,"$290,000.00"
1170,Somerst,1999,305000,"$305,000.00"
1171,Somerst,1999,328900,"$328,900.00"
1172,Somerst,1999,160000,"$160,000.00"
1173,Somerst,1999,170000,"$170,000.00"
1174,Somerst,2001,223000,"$223,000.00"
1175,Somerst,1999,170000,"$170,000.00"
1176,Somerst,1999,200000,"$200,000.00"
1177,Somerst,1998,345000,"$345,000.00"
1178,Veenker,1996,245500,"$245,500.00"
1179,Veenker,1995,217500,"$217,500.00"
1180,Veenker,1993,324000,"$324,000.00"
1181,Veenker,1984,162500,"$162,500.00"
1182,Veenker,1977,150000,"$150,000.00"
1183,Veenker,1976,290000,"$290,000.00"
1184,Somerst,2002,205000,"$205,000.00"
1185,NWAmes,1970,174000,"$174,000.00"
1186,NWAmes,1969,183000,"$183,000.00"
1187,NWAmes,1968,150000,"$150,000.00"
1188,NWAmes,1971,145000,"$145,000.00"
1189,NWAmes,1967,215000,"$215,000.00"
1190,NWAmes,1965,140500,"$140,500.00"
1191,NWAmes,1974,240000,"$240,000.00"
1192,NAmes,1968,141000,"$141,000.00"
1193,NAmes,1965,147000,"$147,000.00"
1194,NAmes,1965,135000,"$135,000.00"
1195,NAmes,1965,145000,"$145,000.00"
1196,NAmes,1965,142600,"$142,600.00"
1197,NWAmes,1973,135000,"$135,000.00"
1198,NWAmes,1971,170000,"$170,000.00"
1199,NWAmes,1976,299800,"$299,800.00"
1200,NWAmes,1974,185000,"$185,000.00"
1201,NWAmes,1966,173000,"$173,000.00"
1202,NAmes,1961,178400,"$178,400.00"
1203,NWAmes,1968,176000,"$176,000.00"
1204,NAmes,1956,98000,"$98,000.00"
1205,NAmes,1957,109008,"$109,008.00"
1206,NAmes,1956,135750,"$135,750.00"
1207,NAmes,1963,155000,"$155,000.00"
1208,NAmes,1964,180500,"$180,500.00"
1209,NAmes,1966,174900,"$174,900.00"
1210,NAmes,1965,140000,"$140,000.00"
1211,NAmes,1964,145000,"$145,000.00"
1212,NAmes,1965,179900,"$179,900.00"
1213,NAmes,1964,168500,"$168,500.00"
1214,NAmes,1961,140000,"$140,000.00"
1215,NAmes,1959,145500,"$145,500.00"
1216,NAmes,1959,142000,"$142,000.00"
1217,NAmes,1960,141000,"$141,000.00"
1218,NAmes,1960,153000,"$153,000.00"
1219,BrkSide,1949,72500,"$72,500.00"
1220,BrkSide,1935,52000,"$52,000.00"
1221,BrkSide,1939,118000,"$118,000.00"
1222,BrkSide,1937,87000,"$87,000.00"
1223,NAmes,1960,141500,"$141,500.00"
1224,NAmes,1950,119000,"$119,000.00"
